Indonesia,Madura
saya berada di dalam rumah,sèngko' bârjâ è lem rorna
di dalam kamar mandi,è lem jeḍḍing
uangnya ditaruh di dalam kantongnya agar tidah jatuh.,pèssèna èsabâ'è lem kantongnga ma' lè ta' ghâgghâr
anaknya tidak mau pulang karena tidak dibelikan mainan,ana'na ta' lem molè polana ta' èmellèaghi èn-maènan
tidak mau berhenti menangis.,ta' lem ambu sè nangès
bayi yang baru lahir biasanya kepala bagian atasnya masih lembut,"bhâji' sè ghi' bhuru lahèr biyasana, bunembunna ghi' lembu'"
orang tua yang terhanyut disungai itu mati lemas karena tenggelam.,orèng towa sè talanyo' èsongay rowa matè lemmes amarghâ talèllep
"sungguh lembut putri Madura, cara berjalannya bagaikan meniti kelening.","lemmes ongghu pottrè Madhurâ, pajhâlânna nètèr kalènang"
teman saya yang bertubuh kurus itu kalau mengerjakan sesuatu sangat lamban,"tang kanca sè koros rowa, mon akon-lakon lèmmèt ongghu"
bau ketiaknya sangat apek.,bâu lèmongnga cè' amengnga
jangan terlalu kurus dan jangan terlalu gemuk.,jhâ' ros-koros ghâllu bân jhâ' po-lempo ghâllu
dimana tempat tinggal anda?.,è ka' ḍimma palèngghina panjhennengngan?
"gulungannya di pegang, benangnya jangan sampai kusut.","ghulunganna tegghu', bola'na jhâ' pasalèngka'"
kepala serasa puyeng setelah berputar-putar,cèṭak arassa lengleng samarèna ater-poter
lengannya patah karena terjatuh pada saat bermain sepak bola di alun-alu,lengngenna potong polana labu amaèn tembhung è lon-alon
kenapa kamu jika bertemu dengan aku melengos-lengos?.,arapa bâ'na mon tatemmo bi' sèngko' ma' ngos-palèngosân?
"saya muak melihat anak itu, karena sangat nakal.","sèngko' nglennyer ngatèla' kana' rowa, amarghâ cè' bhlengngerra"
kuahnya lupa tidak dipanaskan sampai mengental berlendir.,kowana loppa ta' èandhel dhâghâ dhâddhi lèntat
telapak kaki melepuh setelah menginjak arang panas.,pa'-dhâpa'na soko malenièng saellana nèddhâ' areng panas
kepalanya botak mengkilat dan lici,cè' agghâ bhutak nglènyè
"air dikamar mandi meluap, keran airnya lupa dimatika","aèng è jeḍ.ḍing ngalèpèr, eppèddhâ loppa ta' èpatèè"
bayinya terlelap dalam gendongan ibunya.,bhâji'na taleplep èembhânan embu'na
pelipur hati yang sengsara.,panglèpor atè sangsara
orang itu sangat pintar dalam mencari uang.,orèng rowa leppè' ongghu mon nyarè pèssè
bila meminyaki rambut jangan dilumuri sampai seperti basah kuyup.,mon amènnya' obu' jhâ' pos-leppos
dilirik istri orang,èlèrèk binèna orèng
"jangan suka melirik istrinya orang, jika suaminya tahu bisa berbahaya","jhâ' rèk-lèrèghân binèna orèng, mon ètemmo lakèna bisa bhâbhâjâ"
"mendengar anaknya mati ditabrak mobil, ibunya lemas duduk di tanah karena tidak kuat menahan perasaannya.","ngèḍing ana'na matè ètabra' mobil, èbu'na alèrpek ètana amarghâ ta' kowat nahan prasaanna"
kalau berbicara jangan sambil membelalak-belalakkan mata.,mon acaca jhâ' sambi rek-palerregghân
benar itu kepunyaan saya.,lerres panèka ghâḍhuânna abdhina
cabai rawit meskipun kecil tapi sangat pedas.,cabbhi lètè' makko kènè' peddhis ongghu
ikannya meleting-leting masih hidup di dalam keranjang,jhuko'na atè' lettè' ghi' oḍi'è ḍâlem kranjhâng
udangnya meleting-leting di jaring,oḍengnga tè'-lettè'an è jhâring
belalang di atas daun belimbing itu meloncat-loncat.,bâlâng èḍâunna bhlimbhing rowa tè' lettè'an
"pada waktu menggoreng ikan di wajan, tanganku kena percikan minyak goreng yang panas.","prappa'na nguring jhuko'è bâjhân, tang tanang èlettè'èn, ènnya' ghuring sè panas"
kaca tipis pasti retakjika terkena api,kaca mon tèpès pastè alettè' mon èkennèng apoy
besar-besar irisan dagingnya.,ṭok' malerṭṭok dhâghingnga
"saya tidak bisa mengunyah dagingnya karena liat, bisa-bisa gigi saya bisa copot","sèngko' ta' bisa mappa' dhâghingnga polana lèya', la-sala tang ghighi bisa colpak"
"saya tidak bisa mengunyah dagingnya karena liat, bisa-bisa gigi saya bisa copot.","sèngko' ta' bisa mappa' dhâghingnga polana liya', la-sala tang ghighi bisa colpak"
larinya tidak cepat,paberka'na lo' ghâncang
orang Cina bila berbicara masih pelo.,orèng Cèna mon ca'-ngoca' ghi' lo'la'
buah kelapa banyak berlubang digigit tupai,buwâna nyèor abâng-lobâng èkèkkè' ebbhu'
"sesungguhnya rahasia ini jangan sampai orang lain mengetahui, tapi kamu sudah terlanjur mengatakannya.","saongghuna rosèya rèya jhâ' sampè' orèng laèn tao, tapè bâ'na taloccor ngoca'"
"jangan bercanda, saya tidak suka","jhâ' co-maloco, sèngko' ta' lèbur"
paling enak makan sale dengan kuah lodeh.,palèng nyaman ngakan saté akowa loḍè
kerisnya berluk lima.,kerrèssâ aellok lèma'
menghilangkan luka di hati,masèma loka è atè
"bila berbicara berhati-hatilah, jangan sampai melukai perasaan orang lain","mon acaca bi' tè-ngatè, jhâ' kangsè ngalokaè atèna orèng laèn"
tangannya luka terkena pisau.,tanangnga loka èkennèng togi'
anak ayamnya diberi makan melukut,pètè'na èpakanè maloko'
burung didalam sangkar itu jangan dulu diumbar karena masih liar.,mano'è ḍâlem korong rowajhâ' enḍi lombhâr polana ghi' ghessèt
didatangi air banjir.,èkalompaè aèng bâ'â
hutangnya sudah dilunasi,otangnga ella marè èlonasè
jika mempunyai hutang harus dilunasi,mon anḍi' otang kodhu lonasè
burung emprit berloncatan diranting sambil berkicau berderai-derai.,mano' keddhi' ca'-lonca'an èattas ranca' sambi ngocè ngacècot
dikatakan kepada orang yang tidak mendapatkan jalan keluar atau tidak bisa menyelesaikan masalah yang dihadapi.,"ta' nemmo longellongan "
dari lubuk hati yang paling dalam.,ḍâri longkang atè sè palèng ḍâlem
kepalanya melongok-longok dari jendela.,cètagghâ angolongo gâri jengèla
kakek membeli bambu lima lonjor untuk membuat kandang kambing.,emba ngobângè perrèng lèma lonjhur kaangghuy abhâḍhi kanḍhângnga embè'
warnanya mulai meluntur,bârnana la molaè lontor
kepalanya botak mengkilat dan lici,cèµgghâ bhutak nglonyo
luput menembak tupai,lopot sè nèmba' ebbhu'
terhindar dari kesusahan atau penyakit,"lopot bâjâng sabân "
saya kelupaan mengembalikan buku.,sèngko' kaloppaan sè mabâliâ buku
"kalau memasak daging yang lama sampai empuk, supaya mudah dan enak memakannya.","mon amassa' dhâghing palorḍu, ma' lè ghâmpang bân nyaman mon èkakan"
tunjukkan saya jalan yang lurus,toddhuaghi kaulâ jhâlân sèloros
mencari batang pohon waru yang lurus untuk digunakan sebagai tongkat pramuka,nyarè bhungkana bâru sè loros kaangghuy tongkeddhâ pramuka
celananya melorot ke bawah,calananya alorot ka bâbâ
warna bajunya sudah mulai luntur,bârna klambhina la molaè loso
cincin yang disepuh emas cepat luntur.,sello' sè èsempo emmas ceppet loso
tangannya mahir mengulek bumbu.,tanangnga cè' loṭè'na sè ngocek lappa
di luarnya rumah.,di lowarra rama
rumahnya besar dan luas.,romana rajâ bân loas
dengan nama Allah Yang Maha Pengasih lagi Maha Penyayang,bit asma èpon Allah sè Maa Mora tor Asè
Yang Maha Kuasa,Sè Maa Kobâsa
Yang Maha Suci,Sè Maa Soccè
"kenapa tidak mau berbicara, mungkin saya punya kesalahan?","arapa ma' ta' ghellem acaca, la-pola sèngko' anḍi' sala?"
kenapa luka? kena pisau ya?.,ma' loka? kennèng todi' yâ?
kok begini kejadiannya?.,ma' bâriyâ kadhâddhiânna?
kalau bekerja di tambak jangan lupa memakai sepatu karet biar tidak luka tertusuk duri,"mon alako è tambhâ' jhâ' kangsè' loppa ngangghuy sepatu karèt, ma' ta' loka tacoco' ḍuri"
bunuh ular itu agar tidak kena patuk.,patèè olar rowa ma' ta' kennèng tanca'
"Pak! saya minta uangnya, mau beli maina",ma'! sèngko' mèntaa pèssè kaanghuy mellèa èn-maènan
wajahnya memerah karena tubuhnya sangat panas,mowana ma'ar amarghâ bhâdhânna cè' panassâ
wajahnya memerah karena sangat marah,mowana ma'ar amarghâ cè' pegghellâ
pipinya merah merona karena sangat malu.,pèpèna ma'ar amarghâ katoḍusân
sangat bersemangat ingin mengawini wanita yang cantik.,arna' ma' sè terro kabinna moso rèng binè' raddhin
jangan terlalu ke bawah.,jhâ' bâ-mabâ ghâllu
tiap pagi bapak membaca koran sambil minum kopi,"sabbhân lagghu rama mâca koran, sambi ngènom kopi"
adik membaca buku cerita.,alè' mâca buku dhungèng
"barang seperti ini ada dua macam, warnanya sama tapi sangat berbeda","bhârâng kaḍi' rèya bâḍâ ḍu macem, bâmana taḍâ' buwângnga, tapè cè' abhidhâna"
ayo cepat pulang.,maḍḍhâ dhuliân molè
untaian lagu khas madura,rareppèn cerrè madhurâ
"adiknya belum makan, cepat disuapi agar tidak menangis lagi.","alè'na ghi' ta' maem, dhuli dhulâng sopajâ ta' nangès polè"
ayo mencari kepiting di tambak.,maju nyarè pètèng è tambhâ'
memberi makan sapi dengan rumput,makanè sapè bi' rebbhâ
memberi makan ayam dengan jagung.,makanè ḍjâm bi' jhâghung
meskipun hujan deras aku haros pulang karena adikku sakit,"makkè ojhân dherres, sèngko' kodhu molè polana tang alè' sakè'"
"walaupun tidak ada hubungan keluarga, orang itu sangat baik terhadap orang tuaku.","makkè bânnè lâbhâlâ, orèng rowa cè' beccè'na dâ' tang rèng towa"
apa yang dimaksud saya tidak mengerti,apa sè èmaksod sèngko' ta' ngartè
"jangan salah sangka, saya tidak punya maksud apa-apa","jhâ' sala sangka, sèngko' ta' anḍi' maksod paapa"
"jangan keliru, tanyakan apa maksudnya.","jhâ' kalèro, tanyaaghi apa maksoddhâ"
tempat penyimpanan kas atau dana.,"bâitul mal, baitul mal"
disuruh duduk malah berdiri,èsoro toju'mala naddhek
"selesai minum obat dikira akan lebih baik, malah bertambah parah penyakitnya","marè ngènom obhât ngèra dhâddhi beccè'na, mala atambâ sarah panyakèddhâ"
semoga kita semua diampuni oleh Allah SWT.,malar moghâ kaulâ sareng panjhennengngan sadhâjâ èsaporaaghi sareng Allah SWT
sangat sulit untur mengupas kelapa karena kulitnya sudah sangat kering.,cè' malaraddhâ sè ngombi' nyèor polana kolè'na ella kerrèng
"bunga melati putih, baunya harum mempesona.",kembhâng malaṭè bâuna ro'om ngapèncotè
tetanggaku pernah kecurian pada waktu siang hari,tang tatangghâ toman kemalèngan è bâjfi sèyang
tidak berhenti untuk mencuri,maler sè ngèco'
terus-menerus mendapatkan uang.,maler sè ollè pèssè
bila disuruh-suruh sangatmalas,mon èro-soro pas cè' malessâ
jika sedang hujan seperti ini sangat maias untuk keluar rumah,monjhân-ojhân kania rèya pas cè' malessâ kalowar roma
anak ayamnya diberi makan melukut,pètè'na èpakanè maloko'
kerjaannya cuma tidur melulu,kalakoanna coma tèḍung malolo
hanya diberi minum air melulu,coma èberri' ngènom aèng malolo
"setiap hari makan daging melulu, sampai-sampai menjadi bosan","sabbhân arè ngakan dhâghing malolo, po'-capo' bhusen"
airnya menetes sedikit-sedikit,aèngnga nyapcap to'-malto'
anginnya datang berdesir sedikit-sedikit.,angènnga ḍâteng ngalesser to'-malto'
perasaanku terasa sungguh ringa,tang prasaan arassa mamang ongghu
tidak perlu diberi tahu karena sudah mengerti semuanya,ta' mambhu bâlâi polana ella ngartè kabbhi
tidak usah memberi tahu,ta' mambhu alâ-bâlâ
bila lewat di rumahku jangan lupa mampir.,mon lèbât è tang rama jhâ' loppa mampèr
barangkali bisa dimengerti.,manabi bisa èkaghâli
ayamnya cepat diusir agar tidak berak di sini,ajâmma dhuli ghesso ma' lè ta' amanco'è kanna'
"kurung burungnya sudah kotor, banyak tahi yang mengering.","korong mano'na ella kotor, bânnya' manco'na sè kerrèng"
mandatnya orang banyak.,manḍaddhâ orèng bânnya'
"alangkah senangnya hatiku, kau hadir menampakkan dirimu.","mandhâ'â pèragghâ atè bulâ, dhika ḍâteng matao robâ"
yang memasang tali terlalu rendah,sè masang talè kemanghâbhân
"sudah diperingati jangan menaiki pohon asam, jika tidak mendengarkan semoga akan jatuh","marè èbâlâi jhâ' è'-naè'an bhungkana accem, mon ta' ngèḍingaghi mandhâr pas labu"
semoga cepat sembuh!.,mandhâr lekkassâ bârâs!
mandi di sungai,manḍi è songay
mandi dibawah air terjun,mandi èbâbâna aèng tanca'
kakak perempuanku setiap pagi memandikan bayinya,"tang embhuk sabbhàn lagghu man~ii bhâji ,na"
bendera merah putih.,manḍirâ mèra potè
manis seperti gula,manès mara ghulâ
manis seperti madu,manès mara maddhu
obat yang diminum sangat cocok.,obhât sè èènom mangan ongghu
menemukan uang di jalan,mangghi obâng è jhâlân
makanya jangan bertingkah aneh.,mangkana jhâ' ala-pola
kakak akan pergi ke pasar untuk membeli makanan untuk itik,kaka' mangkaddhâ ka pasar mellèa pakanna bhibhik
mau pergi kemana.,mangkaddhâ ka kamma?
sekarang sudah selesai,mangkèn ampon lastarè
makanya kamu kok baik terhadap saya.,manglo ba'na beccè' ḍâ' sèngko'
sekarang saya ragu-ragu mau pulang karena takut hujan deras.,satèya sèngko' mangmang sè molèa polana tako' ojhân dherres
"perjaka kecil dan wanita belia, bermain-main hanya di halaman rumah saat malam dibawah sinar rembula","lancèng kana' bân manjhâ pottrè, èn-maènan ghun è tanèyan, bâjâ malem è tèra'na bulân"
"kucingnya bermeong-meong, mungkin belum diberi maka","kocèngnga ong-maongan, ma' pola ghi' ta' èberri' ngakan"
ibu mengaji Al-Quran,èbhu maos Al-Quran
ayah membaca surat,rama maos serrat
paman membaca kora,ghuttè maos koran
ayo cepat pulang,mara dhuli molè
ayo jangan bergurau.,mara jhâ' aghiyâk
badanku meriang semuanya.,tang bhâdhân maranga' kakabbhi
membuat bara api dengan batok kelapa,aghâbây marḍâ ḍâri bhâṭok
kalau sedang marah kelihatan sangat menakutkan,mon pegghel katon cè' marèngèssâ
jangan mencari gara-gara.,jhâ' nyarè marghâ
pisangnya kuning merekah tandanya sudah masak.,"gheḍḍhângnga konèng maroka, tanḍhâna ella massa'"
sudah tiba waktunya,ampon ḍâpa' temasana
di suatu masa,è sèttong masa
masa sudah pulang?,masa' la molè?
masa orang kaya tidak membayar pajak?.,masa' orèng soghi ta' majâr pajhek?
sepertinya banyak barang bawaannya,masè bânnya' bân-ghibânna
sepertinya masih sayang,masè ghi' èman
masuk ke dalam rumah,maso' ka dâlem roma
bulu matanya dimaskarai.,bulu matana èpasangè maskara
"mangganya masak di pohon, bukan hasil peraman","paona massa' attas, bânnè ollèna okebbhân"
jangan memetik durian yang masih belum masak.,jhâ' molong dhurin sè ghi' ta' massa'
tidak mesti begitu.,ta' mastè ḍâ' iyâ
mataharinya sudah terbit dari arah sebelah timur,mataarèna ella ngombâr ḍâri mongghing tèmor
mataharinya sudah tenggelam,mataarèna ella compet
ketagihan minum kopi,mato ngènom kopi
kalau diberi satu kali pasti kamu ketagiha,mon èberri' sakalèan pastè bâ'na mata
"kok lari, mungkin takut!.","mè' buru, pola tako' !"
memijat bahunya yang ngilu.,mèeet bhâuna sè nyèlo
"karena tidak dibelikan main-mainan, adikku ngambek lalu diam terpaku.","polana ta' èmellèaghi èn-maènan, tang alè' ngambhul pas meddhet"
nenek membeli telur tiga butir diwarungnya mbok Tija,emba mellè tellor teilo mègghi'è bârungngan emmo' Tija
membeli durian lima puluh ribu dapat lima buah tapi kecil-kecil.,mellè dhurin sèket èbu ollè lèma mègghi' tapè nè'-kènè'
menangkap burung menangkap capung.,mèghâ' mano' mèghâ' sèsèt
bunga mawar mulai mekar.,kembhâng mabâr molaè mekkar
makanya jangan nakal-nakal!.,mèlana jhâ' bengtambeng!
hidungku ingusan sampai meleleh karena sedang sakit pilek.,tang èlong amèro'an dhâghâ mèlèr polana prappa'na pilek
"sungguh sengsara hatinya, oh jangan tega nian terhadap anak yang tidak mempunyai ayah dan ibu, oh kasihanilah!.","mellas ongghu atèna, du jhâ' ghâ-tèghâ ka kana' sè ta' andi' bhuppa', bhâbu', ḍu kanèserrè!"
layangannya diulur panjang sampai kelihatan kecil.,lajânganna èolor lanjhâng sampè' mellèk
anak Pak lurah itu nakal sekali.,ana'na Pa' klèbun rowa cè' mellèngnga
sehabis berlari-lari semua badan berkeringat.,marè ka' berka'an bhâdhân mello kabbhi
"jatuh dari atas pohon, tangannya patah.",labu ḍâri attas ka'bhungka'an tanangnga melsat
bermimpi digigit ular,amèmpè èkèkkè' olar
terbawa dalam mimpi,teghibâ ḍâlem mèmpè
"adikku bermimpi dibawa gondruwo, lalu berteriak-teriak.","tang alè' amèmpè èghibâ gongoruwo, pas dhâghâ arat-tarat"
sebagai persembahan tanda setia untuk kekasih yang cantik,mènangka pangèsto kaator ka alè' sè raddhin
sebagai persembahan tanda setia dari dulu sampai sekarang.,mènangka pangèsto ḍâri lambâ' ka satèya
dahinya benjol terantuk ke dinding.,ḍâina mencol taghudhuk ka tèmbo'
kalau terlalu banyak makan gadung bisa mengakibatkan mabuk.,mon bânnya' ngakan ghâḍḍhung bisa èkamendhem
saya tidak mendengar.,kaulâ ta' mènger
